pqif,seed,nloop,sigma2,tau_rec,tau_div,tau_con,tau_chn,sim,vrest,gain
0.5,44,15,11.058125189644205,-0.0374755902779109,-0.0003659831518702,-0.004587563851964,-0.0003508166887863,1,-8.5,14.44
0.5,45,15,12.448665343834938,-0.0402356312206467,0.0005010035266204,-0.0046291899371601,0.0001820855611571,1,-8.5,14.44
0.5,46,15,14.202910268594437,-0.0337260285765558,0.0008934897407257,-0.004338005025616,0.0008910720101742,1,-8.5,14.44
0.5,47,15,12.65290929844546,-0.0361667673739835,-0.0015500402622088,-0.0047714597242801,0.0003200500078186,1,-8.5,14.44
0.5,48,15,12.658848876391168,-0.0358499288789066,-0.0011833132275142,-0.0043863259116875,0.0003268732914988,1,-8.5,14.44
0.5,49,15,12.68200192368804,-0.0368554571302011,0.0002326090272607,-0.0046781630331631,0.0005748115853044,1,-8.5,14.44
0.75,0,15,15.46132273901129,-0.059323942176687,-0.0001851991264565,-0.0047054060213507,0.0007603869766361,1,-8.5,14.44
0.75,1,15,15.050732348405528,-0.0661572628861636,0.0007617751604732,-0.0046899584135497,0.0011606739933237,1,-8.5,14.44
0.75,2,15,13.981559214212568,-0.0636678068749448,0.0012657031348212,-0.0045873196928102,0.001090604707873,1,-8.5,14.44
0.75,3,15,15.277983548907333,-0.030674836801848,-0.0005921540592553,-0.004602968113058,0.0002188709692152,1,-8.5,14.44
0.75,4,15,16.248534503013058,-0.0627876474224673,9.791912852291246e-05,-0.0045829472698666,0.0003456218436614,1,-8.5,14.44
0.75,5,15,15.01004726044715,-0.0560954167158308,-0.0018664700114008,-0.004516583440902,0.0005706225081255,1,-8.5,14.44
0.75,6,15,15.181355879526878,-0.0411161767272512,0.0021954116813942,-0.0047576102497154,0.0007264772163142,1,-8.5,14.44
0.75,7,15,14.2439137840283,-0.0552155452120426,-0.0005348750407011,-0.0045810404329109,0.0007116915111358,1,-8.5,14.44
0.75,8,15,14.493889733583778,-0.0640478876201497,-0.0003155709942932,-0.0045979692417009,0.000133814121886,1,-8.5,14.44
0.75,9,15,14.362681151108672,-0.027649716896467,-0.0008821753350599,-0.0045791732315604,-0.0001489560415015,1,-8.5,14.44
0.75,10,15,13.442481386736386,-0.0398842060209909,-0.0004807085610562,-0.0046842626246592,0.0003009188722239,1,-8.5,14.44
0.75,11,15,15.359269391323595,-0.0438980231528929,0.0011905671264218,-0.0045706462589107,0.0012909684522518,1,-8.5,14.44
0.75,12,15,14.97373173905059,-0.045240171240176,-0.0002899180790167,-0.0044654156116216,0.0003627283976624,1,-8.5,14.44
0.75,13,15,14.077758704035706,-0.0645832833667812,0.0010825906634343,-0.0045046347600162,0.0009649757044636,1,-8.5,14.44
0.75,14,15,13.971390838294674,-0.0539077086999695,-9.321376241680976e-05,-0.0045509750307085,-0.0006774702321371,1,-8.5,14.44
0.75,15,15,14.4513063004298,-0.0623394502380816,-0.0010740320954958,-0.0044746204384111,0.0005185580923799,1,-8.5,14.44
0.75,16,15,14.3104663164869,-0.0514264450710557,0.0008998276223394,-0.0047611518357977,0.0007557559158282,1,-8.5,14.44
0.75,17,15,14.166464512612974,-0.0582223596935354,0.0009715920262846,-0.0046573809179004,0.0005110879167183,1,-8.5,14.44
0.75,18,15,14.056320267214142,-0.040175157165527,-0.0010052672352406,-0.0045883222427339,0.0003701236658782,1,-8.5,14.44
0.75,19,15,14.76352230694058,-0.0502102413776617,-0.0012068649600048,-0.0047219622947682,0.0007972781671049,1,-8.5,14.44
0.75,20,15,14.422359565196071,-0.0663891759269597,0.0011862128385322,-0.0045555864185111,0.0007959384161366,1,-8.5,14.44
0.75,21,15,13.98301167686588,-0.0299282088687331,0.0001008471690302,-0.0046617216242833,0.0001613907238168,1,-8.5,14.44
0.75,22,15,15.38319520219241,-0.04114148619752,-0.0007007050075397,-0.0042211732346839,-3.2649437302029663e-06,1,-8.5,14.44
