simulationID,dynamic,simulation,vrest,slope,pqif,seed,mean,std_pop,std_sample,num_zero_weights,num_non_zero_weights,frac_zero_weights
oscillations_1_0.75_4,oscillations,1,-8.5,14.44,0.75,4,-0.0009502053326422333,0.5218731686651995,0.5218950386775157,28068,11932,0.70
oscillations_1_0.75_5,oscillations,1,-8.5,14.44,0.75,5,-0.001631876910862253,0.5015677386566099,0.50158875597266,28067,11933,0.70
oscillations_1_0.75_6,oscillations,1,-8.5,14.44,0.75,6,5.868933347006573e-05,0.5042124442982899,0.5042335547441656,28057,11943,0.70
oscillations_1_0.75_7,oscillations,1,-8.5,14.44,0.75,7,-0.0011690456893477046,0.48841642441230804,0.4884368752204155,28058,11942,0.70
oscillations_1_0.75_8,oscillations,1,-8.5,14.44,0.75,8,-0.0029466234413790537,0.49271962785027457,0.4927402622966622,28060,11940,0.70
oscillations_1_0.75_9,oscillations,1,-8.5,14.44,0.75,9,0.0015227704855090454,0.4904066962674443,0.49042722697292573,28056,11944,0.70
oscillations_1_0.75_10,oscillations,1,-8.5,14.44,0.75,10,-0.0010880981121697787,0.47439779671341337,0.4744176538866379,28054,11946,0.70
oscillations_1_0.75_11,oscillations,1,-8.5,14.44,0.75,11,8.382372083790896e-05,0.5073495222658096,0.5073707800758148,28066,11934,0.70
oscillations_1_0.75_12,oscillations,1,-8.5,14.44,0.75,12,0.0006811415725178794,0.5006685461377374,0.500689501188333,28053,11947,0.70
oscillations_1_0.75_13,oscillations,1,-8.5,14.44,0.75,13,-0.0015354759002999077,0.48563999523378887,0.48566033660200375,28062,11938,0.70
oscillations_1_0.75_14,oscillations,1,-8.5,14.44,0.75,14,0.0006436746310356825,0.48364120416128276,0.4836614482417488,28054,11946,0.70
oscillations_1_0.75_15,oscillations,1,-8.5,14.44,0.75,15,0.00048382812303863175,0.49193949098340223,0.49196008758333937,28057,11943,0.70
oscillations_1_0.75_16,oscillations,1,-8.5,14.44,0.75,16,0.0011891611688626654,0.48957658979610597,0.4895970908990984,28059,11941,0.70
oscillations_1_0.75_17,oscillations,1,-8.5,14.44,0.75,17,0.0013056081993563198,0.4874540238292646,0.48747446515289883,28076,11924,0.70
oscillations_1_0.75_18,oscillations,1,-8.5,14.44,0.75,18,0.0011318578102490252,0.48518957114474337,0.4852098868391371,28058,11942,0.70
oscillations_1_0.75_19,oscillations,1,-8.5,14.44,0.75,19,-0.00040109417832006895,0.49714200457892727,0.4971628120291646,28053,11947,0.70
oscillations_1_0.75_20,oscillations,1,-8.5,14.44,0.75,20,-0.0007216971800764525,0.4913846361464027,0.49140520434867396,28054,11946,0.70
oscillations_1_0.75_21,oscillations,1,-8.5,14.44,0.75,21,0.0019579906729284354,0.48388032851527396,0.4839005859966432,28056,11944,0.70
oscillations_1_0.75_22,oscillations,1,-8.5,14.44,0.75,22,-0.00145371640428508,0.5077430735378355,0.5077643478375344,28066,11934,0.70
oscillations_1_0.75_23,oscillations,1,-8.5,14.44,0.75,23,0.0006813206402529813,0.5005014670454352,0.5005224344096406,28064,11936,0.70
oscillations_1_0.75_24,oscillations,1,-8.5,14.44,0.75,24,0.0007359130143658447,0.5011774722973762,0.5011984609471036,28060,11940,0.70
oscillations_1_0.75_25,oscillations,1,-8.5,14.44,0.75,25,-0.00038677365071959917,0.4851272023333766,0.48514752733086475,28065,11935,0.70
oscillations_1_0.75_26,oscillations,1,-8.5,14.44,0.75,26,-0.0007021262735410286,0.5027749664878375,0.5027960343906517,28067,11933,0.70
oscillations_1_0.75_27,oscillations,1,-8.5,14.44,0.75,27,0.0012037413551436915,0.5029780222511351,0.5029990739628635,28053,11947,0.70
oscillations_1_0.75_28,oscillations,1,-8.5,14.44,0.75,28,0.0008787185654972278,0.4890885197021666,0.48910899522264534,28056,11944,0.70
oscillations_1_0.75_29,oscillations,1,-8.5,14.44,0.75,29,0.0005357733847995302,0.49144631029240343,0.4914668931379004,28061,11939,0.70
oscillations_1_0.75_30,oscillations,1,-8.5,14.44,0.75,30,-0.0025953569268733294,0.4915561829948871,0.4915767687177428,28060,11940,0.70
oscillations_1_0.75_31,oscillations,1,-8.5,14.44,0.75,31,0.0005794263937126036,0.49167121777495226,0.4916918152160612,28064,11936,0.70
oscillations_1_0.75_32,oscillations,1,-8.5,14.44,0.75,32,0.0008107970410177673,0.47199896677724107,0.4720187136224239,28048,11952,0.70
oscillations_1_0.75_33,oscillations,1,-8.5,14.44,0.75,33,0.0007043897305022885,0.4749172081181144,0.47493709868868905,28061,11939,0.70
oscillations_1_0.75_34,oscillations,1,-8.5,14.44,0.75,34,0.002026677446749543,0.5074244457269832,0.5074457031135461,28064,11936,0.70
oscillations_1_0.75_35,oscillations,1,-8.5,14.44,0.75,35,-0.000371298618520171,0.5002089250050571,0.5002298695847797,28058,11942,0.70
