dyn,pqif,seed,sim,vr,f,quadrant,shape,mean_q,std_q,mean_all,std_all
oscillations,0.25,46,1,-8.5,14.44,q3,"(150, 50)",0.000710012469320543,0.06426166902787639,-1.1396205841845288e-19,0.06356620674865063
oscillations,0.25,46,1,-8.5,14.44,q4,"(150, 150)",-0.0002391844548855443,0.06310133605313847,-1.1396205841845288e-19,0.06356620674865063
oscillations,0.25,47,1,-8.5,14.44,q1,"(50, 50)",0.000915376266220185,0.06641338365507413,-4.651902390954314e-20,0.06400000084249469
oscillations,0.25,47,1,-8.5,14.44,q2,"(50, 150)",-0.00029673378512728207,0.06412345680707932,-4.651902390954314e-20,0.06400000084249469
oscillations,0.25,47,1,-8.5,14.44,q3,"(150, 50)",-0.0006143663105809392,0.06350170669645397,-4.651902390954314e-20,0.06400000084249469
oscillations,0.25,47,1,-8.5,14.44,q4,"(150, 150)",0.00020224706559904412,0.06385931485001026,-4.651902390954314e-20,0.06400000084249469
oscillations,0.25,48,1,-8.5,14.44,q1,"(50, 50)",-0.001094095353240844,0.06498127190477639,3.323046980102926e-19,0.0647424873691001
oscillations,0.25,48,1,-8.5,14.44,q2,"(50, 150)",0.0003489197937409476,0.06446678695902817,3.323046980102926e-19,0.0647424873691001
oscillations,0.25,48,1,-8.5,14.44,q3,"(150, 50)",6.420423508087738e-05,0.06498413059053318,3.323046980102926e-19,0.0647424873691001
oscillations,0.25,48,1,-8.5,14.44,q4,"(150, 150)",-2.203152350107498e-05,0.06472471391011035,3.323046980102926e-19,0.0647424873691001
oscillations,0.25,49,1,-8.5,14.44,q1,"(50, 50)",-0.002462838509216463,0.06132594676280264,1.9544541467958996e-19,0.06409693683055716
oscillations,0.25,49,1,-8.5,14.44,q2,"(50, 150)",0.0007419109794844631,0.0659644204551615,1.9544541467958996e-19,0.06409693683055716
oscillations,0.25,49,1,-8.5,14.44,q3,"(150, 50)",-0.0012009998879120192,0.06466028662456898,1.9544541467958996e-19,0.06409693683055716
oscillations,0.25,49,1,-8.5,14.44,q4,"(150, 150)",0.0004163945719168018,0.06352293760828884,1.9544541467958996e-19,0.06409693683055716
oscillations,0.25,0,2,-12.3,10.68,q1,"(50, 50)",-0.00030458562354172944,0.06497112025156519,-1.371506667773958e-19,0.06352410375497644
oscillations,0.25,0,2,-12.3,10.68,q2,"(50, 150)",9.476295878063479e-05,0.06432636783395672,-1.371506667773958e-19,0.06352410375497644
oscillations,0.25,0,2,-12.3,10.68,q3,"(150, 50)",-0.001009395883461722,0.06329695813898026,-1.371506667773958e-19,0.06352410375497644
oscillations,0.25,0,2,-12.3,10.68,q4,"(150, 150)",0.0003466963392417208,0.06316860905202991,-1.371506667773958e-19,0.06352410375497644
oscillations,0.25,1,2,-12.3,10.68,q1,"(50, 50)",8.821291982595117e-05,0.06515425610839139,-4.1022099281179894e-19,0.06430390360959624
oscillations,0.25,1,2,-12.3,10.68,q2,"(50, 150)",-2.9284938652187867e-05,0.06237469725178287,-4.1022099281179894e-19,0.06430390360959624
oscillations,0.25,1,2,-12.3,10.68,q3,"(150, 50)",-0.001808079819338046,0.06453652854637344,-4.1022099281179894e-19,0.06430390360959624
oscillations,0.25,1,2,-12.3,10.68,q4,"(150, 150)",0.0006094167589796235,0.06474530670557724,-4.1022099281179894e-19,0.06430390360959624
oscillations,0.25,2,2,-12.3,10.68,q1,"(50, 50)",-0.0007554897798773048,0.06354610461547479,1.022048143851094e-19,0.06455354855517048
oscillations,0.25,2,2,-12.3,10.68,q2,"(50, 150)",0.00024195641848933947,0.06433192665406225,1.022048143851094e-19,0.06455354855517048
oscillations,0.25,2,2,-12.3,10.68,q3,"(150, 50)",0.0008100123253488388,0.06643526596708216,1.022048143851094e-19,0.06455354855517048
oscillations,0.25,2,2,-12.3,10.68,q4,"(150, 150)",-0.00026968248354377635,0.06409640289608283,1.022048143851094e-19,0.06455354855517048
oscillations,0.25,3,2,-12.3,10.68,q1,"(50, 50)",-5.474289119660695e-06,0.0654532948840411,-4.1800565686188125e-20,0.06424775347154399
oscillations,0.25,3,2,-12.3,10.68,q2,"(50, 150)",1.7582736983529077e-06,0.06434992455262034,-4.1800565686188125e-20,0.06424775347154399
oscillations,0.25,3,2,-12.3,10.68,q3,"(150, 50)",0.0020935059534185623,0.06354390801670994,-4.1800565686188125e-20,0.06424775347154399
oscillations,0.25,3,2,-12.3,10.68,q4,"(150, 150)",-0.0007103799729026887,0.06430690021777406,-4.1800565686188125e-20,0.06424775347154399
oscillations,0.25,4,2,-12.3,10.68,q1,"(50, 50)",-0.0006671487207556937,0.06425801316367892,5.578542959342551e-20,0.06438936335229785
oscillations,0.25,4,2,-12.3,10.68,q2,"(50, 150)",0.00022425913925935118,0.0635308733679816,5.578542959342551e-20,0.06438936335229785
oscillations,0.25,4,2,-12.3,10.68,q3,"(150, 50)",-7.141784466180059e-07,0.06354759581953374,5.578542959342551e-20,0.06438936335229785
oscillations,0.25,4,2,-12.3,10.68,q4,"(150, 150)",2.3282895914102107e-07,0.06495880270915441,5.578542959342551e-20,0.06438936335229785
oscillations,0.25,5,2,-12.3,10.68,q1,"(50, 50)",-0.002311905573945897,0.061785929926729,-4.643730235172982e-21,0.06400154521129088
oscillations,0.25,5,2,-12.3,10.68,q2,"(50, 150)",0.0007713217260068947,0.06443962727002045,-4.643730235172982e-21,0.06400154521129088
oscillations,0.25,5,2,-12.3,10.68,q3,"(150, 50)",0.00048796209130360545,0.06323047428120313,-4.643730235172982e-21,0.06400154521129088
oscillations,0.25,5,2,-12.3,10.68,q4,"(150, 150)",-0.0001637207732187235,0.0643466921717599,-4.643730235172982e-21,0.06400154521129088
oscillations,0.25,6,2,-12.3,10.68,q1,"(50, 50)",0.0007162887907202868,0.06357662023140835,8.366413147137578e-20,0.06386795787106776
oscillations,0.25,6,2,-12.3,10.68,q2,"(50, 150)",-0.00023514692149703755,0.06219305304597711,8.366413147137578e-20,0.06386795787106776
oscillations,0.25,6,2,-12.3,10.68,q3,"(150, 50)",-0.00019484982512756843,0.06597498252832795,8.366413147137578e-20,0.06386795787106776
oscillations,0.25,6,2,-12.3,10.68,q4,"(150, 150)",6.447726279284446e-05,0.06374134837288947,8.366413147137578e-20,0.06386795787106776
oscillations,0.25,7,2,-12.3,10.68,q1,"(50, 50)",-0.0033842935737835055,0.06448595941000439,-2.789972419061375e-20,0.0639458132232492
oscillations,0.25,7,2,-12.3,10.68,q2,"(50, 150)",0.0011530085361786072,0.0647566370896069,-2.789972419061375e-20,0.0639458132232492
oscillations,0.25,7,2,-12.3,10.68,q3,"(150, 50)",-0.0014042657331661704,0.06380527978776095,-2.789972419061375e-20,0.0639458132232492
oscillations,0.25,7,2,-12.3,10.68,q4,"(150, 150)",0.00048473828399852773,0.06363946562930864,-2.789972419061375e-20,0.0639458132232492
oscillations,0.25,8,2,-12.3,10.68,q1,"(50, 50)",-0.005032038218625887,0.06510832114075664,-3.4578434504420635e-19,0.0642387034252861
oscillations,0.25,8,2,-12.3,10.68,q2,"(50, 150)",0.0016819352550172255,0.06460208069186159,-3.4578434504420635e-19,0.0642387034252861
oscillations,0.25,8,2,-12.3,10.68,q3,"(150, 50)",-0.0006418594271084187,0.06445965908741252,-3.4578434504420635e-19,0.0642387034252861
oscillations,0.25,8,2,-12.3,10.68,q4,"(150, 150)",0.00022308061831184572,0.06391578293397734,-3.4578434504420635e-19,0.0642387034252861
oscillations,0.25,9,2,-12.3,10.68,q1,"(50, 50)",-0.0007569930202005282,0.06394935602643996,4.648007303965321e-20,0.06403071291639015
oscillations,0.25,9,2,-12.3,10.68,q2,"(50, 150)",0.00023279283815229624,0.0639238625661514,4.648007303965321e-20,0.06403071291639015
oscillations,0.25,9,2,-12.3,10.68,q3,"(150, 50)",-0.0007450530444318234,0.06510214989760763,4.648007303965321e-20,0.06403071291639015
oscillations,0.25,9,2,-12.3,10.68,q4,"(150, 150)",0.00025657603718032816,0.06370006109353352,4.648007303965321e-20,0.06403071291639015
oscillations,0.25,10,2,-12.3,10.68,q1,"(50, 50)",0.0018975675660915536,0.06713156240014506,-5.80806386867601e-20,0.06429675141842822
oscillations,0.25,10,2,-12.3,10.68,q2,"(50, 150)",-0.0006716594933663467,0.06427353417097938,-5.80806386867601e-20,0.06429675141842822
oscillations,0.25,10,2,-12.3,10.68,q3,"(150, 50)",-0.0004004906719132249,0.06441505958824614,-5.80806386867601e-20,0.06429675141842822
oscillations,0.25,10,2,-12.3,10.68,q4,"(150, 150)",0.0001318551300920412,0.06392534499079375,-5.80806386867601e-20,0.06429675141842822
oscillations,0.25,11,2,-12.3,10.68,q1,"(50, 50)",-0.0002319756658891722,0.06228514304856275,1.3237953393781675e-19,0.06392520134709252
oscillations,0.25,11,2,-12.3,10.68,q2,"(50, 150)",7.322308817191465e-05,0.06369714400021557,1.3237953393781675e-19,0.06392520134709252
oscillations,0.25,11,2,-12.3,10.68,q3,"(150, 50)",0.0028957271908703554,0.06419153982711583,1.3237953393781675e-19,0.06392520134709252
oscillations,0.25,11,2,-12.3,10.68,q4,"(150, 150)",-0.0009815145722299637,0.06405406273255927,1.3237953393781675e-19,0.06392520134709252
oscillations,0.25,12,2,-12.3,10.68,q1,"(50, 50)",-0.0010986568951895821,0.06258749542554848,9.299908063537917e-21,0.06383962496046176
oscillations,0.25,12,2,-12.3,10.68,q2,"(50, 150)",0.0003541044351505094,0.062190337364973834,9.299908063537917e-21,0.06383962496046176
oscillations,0.25,12,2,-12.3,10.68,q3,"(150, 50)",-0.0013711141249889874,0.06535426499327435,9.299908063537917e-21,0.06383962496046176
oscillations,0.25,12,2,-12.3,10.68,q4,"(150, 150)",0.0004608461253310698,0.06399122510008731,9.299908063537917e-21,0.06383962496046176
oscillations,0.25,13,2,-12.3,10.68,q1,"(50, 50)",-7.071755143175587e-05,0.06378829753088874,-1.1971625998365906e-19,0.06291396612379342
oscillations,0.25,13,2,-12.3,10.68,q2,"(50, 150)",2.2851014651538323e-05,0.06373945146911394,-1.1971625998365906e-19,0.06291396612379342
oscillations,0.25,13,2,-12.3,10.68,q3,"(150, 50)",-0.0002950273134279761,0.06265445330651194,-1.1971625998365906e-19,0.06291396612379342
oscillations,0.25,13,2,-12.3,10.68,q4,"(150, 150)",9.878422773659096e-05,0.06261768288352969,-1.1971625998365906e-19,0.06291396612379342
oscillations,0.25,14,2,-12.3,10.68,q1,"(50, 50)",-0.002243985529094081,0.06783988057908993,5.112808034361853e-20,0.06489323632470333
oscillations,0.25,14,2,-12.3,10.68,q2,"(50, 150)",0.0007093057706906579,0.0654064590100124,5.112808034361853e-20,0.06489323632470333
oscillations,0.25,14,2,-12.3,10.68,q3,"(150, 50)",-0.0006065290902740416,0.06328312283448644,5.112808034361853e-20,0.06489323632470333
oscillations,0.25,14,2,-12.3,10.68,q4,"(150, 150)",0.00020187581880832162,0.06492224246730141,5.112808034361853e-20,0.06489323632470333
oscillations,0.25,15,2,-12.3,10.68,q1,"(50, 50)",-0.00012705529122064696,0.06710132389257754,-2.0446096217774523e-19,0.06330943391566493
oscillations,0.25,15,2,-12.3,10.68,q2,"(50, 150)",3.975954371818538e-05,0.06288218665443725,-2.0446096217774523e-19,0.06330943391566493
oscillations,0.25,15,2,-12.3,10.68,q3,"(150, 50)",-0.001215177179136899,0.06179920409097533,-2.0446096217774523e-19,0.06330943391566493
oscillations,0.25,15,2,-12.3,10.68,q4,"(150, 150)",0.0003973286944755056,0.06351647377229755,-2.0446096217774523e-19,0.06330943391566493
oscillations,0.25,16,2,-12.3,10.68,q1,"(50, 50)",-0.0017652077144723922,0.06311296106681763,8.608905170410511e-20,0.0649395956492218
oscillations,0.25,16,2,-12.3,10.68,q2,"(50, 150)",0.0005684031996512171,0.06547434026219355,8.608905170410511e-20,0.0649395956492218
oscillations,0.25,16,2,-12.3,10.68,q3,"(150, 50)",-0.002685931590881854,0.06458474338152596,8.608905170410511e-20,0.0649395956492218
oscillations,0.25,16,2,-12.3,10.68,q4,"(150, 150)",0.0009015742389756747,0.06504429518747906,8.608905170410511e-20,0.0649395956492218
oscillations,0.25,17,2,-12.3,10.68,q1,"(50, 50)",-0.0005341068538962781,0.06211064903789123,-1.161807267292964e-19,0.06463057553371279
oscillations,0.25,17,2,-12.3,10.68,q2,"(50, 150)",0.00017740316461563836,0.0654017608894055,-1.161807267292964e-19,0.06463057553371279
oscillations,0.25,17,2,-12.3,10.68,q3,"(150, 50)",0.0003506208092693343,0.0641118204432138,-1.161807267292964e-19,0.06463057553371279
oscillations,0.25,17,2,-12.3,10.68,q4,"(150, 150)",-0.00011546674295450226,0.06481474401618059,-1.161807267292964e-19,0.06463057553371279
oscillations,0.25,18,2,-12.3,10.68,q1,"(50, 50)",0.0004729771872772268,0.06386078644959178,3.7196516446106256e-20,0.06414126611738014
oscillations,0.25,18,2,-12.3,10.68,q2,"(50, 150)",-0.00015612228822398517,0.0630145639002254,3.7196516446106256e-20,0.06414126611738014
oscillations,0.25,18,2,-12.3,10.68,q3,"(150, 50)",-0.000847594888023942,0.06515230623430593,3.7196516446106256e-20,0.06414126611738014
oscillations,0.25,18,2,-12.3,10.68,q4,"(150, 150)",0.00028265809828909434,0.06420587546282362,3.7196516446106256e-20,0.06414126611738014
oscillations,0.25,19,2,-12.3,10.68,q1,"(50, 50)",-0.0011155917594664144,0.0662157438696144,-7.555542403115334e-20,0.06380782739520931
oscillations,0.25,19,2,-12.3,10.68,q2,"(50, 150)",0.0003503670409368201,0.0637404771556286,-7.555542403115334e-20,0.06380782739520931
oscillations,0.25,19,2,-12.3,10.68,q3,"(150, 50)",4.0181588874211736e-05,0.06305460104632339,-7.555542403115334e-20,0.06380782739520931
oscillations,0.25,19,2,-12.3,10.68,q4,"(150, 150)",-1.3096310314451811e-05,0.06380744939099865,-7.555542403115334e-20,0.06380782739520931
oscillations,0.25,20,2,-12.3,10.68,q1,"(50, 50)",-0.0013476961889214766,0.06480973818022841,-3.1374049301765917e-19,0.06423013143947388
oscillations,0.25,20,2,-12.3,10.68,q2,"(50, 150)",0.00045385917334032693,0.06438787020516855,-3.1374049301765917e-19,0.06423013143947388
oscillations,0.25,20,2,-12.3,10.68,q3,"(150, 50)",-0.002040332881115108,0.06386510543553182,-3.1374049301765917e-19,0.06423013143947388
oscillations,0.25,20,2,-12.3,10.68,q4,"(150, 150)",0.000657423864129045,0.06421482957149184,-3.1374049301765917e-19,0.06423013143947388
oscillations,0.25,21,2,-12.3,10.68,q1,"(50, 50)",0.0009398320490896914,0.061781442090504145,-9.065891532743112e-20,0.06332887747199162
oscillations,0.25,21,2,-12.3,10.68,q2,"(50, 150)",-0.0002962149226148766,0.06371947781216362,-9.065891532743112e-20,0.06332887747199162
oscillations,0.25,21,2,-12.3,10.68,q3,"(150, 50)",-0.0014284665171283382,0.06390692932732588,-9.065891532743112e-20,0.06332887747199162
oscillations,0.25,21,2,-12.3,10.68,q4,"(150, 150)",0.0004916691658864985,0.06315044971257636,-9.065891532743112e-20,0.06332887747199162
oscillations,0.25,22,2,-12.3,10.68,q1,"(50, 50)",0.002447671600304172,0.06486286705027942,2.556618085512628e-20,0.06366397577471217
oscillations,0.25,22,2,-12.3,10.68,q2,"(50, 150)",-0.0007840526095313959,0.06345866788060117,2.556618085512628e-20,0.06366397577471217
oscillations,0.25,22,2,-12.3,10.68,q3,"(150, 50)",0.0010124848967380075,0.06456254667112064,2.556618085512628e-20,0.06366397577471217
oscillations,0.25,22,2,-12.3,10.68,q4,"(150, 150)",-0.0003379520693701882,0.06328613241833281,2.556618085512628e-20,0.06366397577471217
oscillations,0.25,23,2,-12.3,10.68,q1,"(50, 50)",0.0010169968001299298,0.06419597604072434,-1.0573331300327492e-19,0.06370140165261298
oscillations,0.25,23,2,-12.3,10.68,q2,"(50, 150)",-0.0003256901971302731,0.06495123519383761,-1.0573331300327492e-19,0.06370140165261298
oscillations,0.25,23,2,-12.3,10.68,q3,"(150, 50)",-0.0005241282248877766,0.06165977761465586,-1.0573331300327492e-19,0.06370140165261298
oscillations,0.25,23,2,-12.3,10.68,q4,"(150, 150)",0.0001811441354505407,0.06390888134480369,-1.0573331300327492e-19,0.06370140165261298
oscillations,0.25,24,2,-12.3,10.68,q1,"(50, 50)",0.0013111990293409761,0.06422276490650132,-8.480483090326932e-20,0.0644386079867527
oscillations,0.25,24,2,-12.3,10.68,q2,"(50, 150)",-0.00043764447319714255,0.0647460548783936,-8.480483090326932e-20,0.0644386079867527
oscillations,0.25,24,2,-12.3,10.68,q3,"(150, 50)",0.00028388912535765216,0.06346481513719451,-8.480483090326932e-20,0.0644386079867527
oscillations,0.25,24,2,-12.3,10.68,q4,"(150, 150)",-9.292606394685848e-05,0.06467252772120761,-8.480483090326932e-20,0.0644386079867527
oscillations,0.25,25,2,-12.3,10.68,q1,"(50, 50)",0.006537905670343725,0.062247793206445086,9.29757159890425e-21,0.06404318132011647
oscillations,0.25,25,2,-12.3,10.68,q2,"(50, 150)",-0.0022668675191078913,0.06417674679256746,9.29757159890425e-21,0.06404318132011647
oscillations,0.25,25,2,-12.3,10.68,q3,"(150, 50)",0.0011711889843660712,0.06542567180416725,9.29757159890425e-21,0.06404318132011647
oscillations,0.25,25,2,-12.3,10.68,q4,"(150, 150)",-0.0003951757397233983,0.06367300103332883,9.29757159890425e-21,0.06404318132011647
oscillations,0.25,26,2,-12.3,10.68,q1,"(50, 50)",-0.0004999424787877615,0.06462638153386586,8.835652788756796e-20,0.06423686946726975
oscillations,0.25,26,2,-12.3,10.68,q2,"(50, 150)",0.00017328592327945714,0.06415084113327311,8.835652788756796e-20,0.06423686946726975
oscillations,0.25,26,2,-12.3,10.68,q3,"(150, 50)",0.00015369525996345162,0.06261982629344447,8.835652788756796e-20,0.06423686946726975
oscillations,0.25,26,2,-12.3,10.68,q4,"(150, 150)",-5.129251744666103e-05,0.06475128412330294,8.835652788756796e-20,0.06423686946726975
oscillations,0.25,27,2,-12.3,10.68,q1,"(50, 50)",0.006717875840538185,0.06575652636745768,1.8598258223053128e-20,0.06491748793585231
oscillations,0.25,27,2,-12.3,10.68,q2,"(50, 150)",-0.002028254198337328,0.06596890457077968,1.8598258223053128e-20,0.06491748793585231
oscillations,0.25,27,2,-12.3,10.68,q3,"(150, 50)",-0.0005948405395118356,0.06471230904442218,1.8598258223053128e-20,0.06491748793585231
oscillations,0.25,27,2,-12.3,10.68,q4,"(150, 150)",0.00019774501066092897,0.06447246247880746,1.8598258223053128e-20,0.06491748793585231
oscillations,0.25,28,2,-12.3,10.68,q1,"(50, 50)",0.0034009961710367406,0.0653942542229251,-2.0931806648287266e-20,0.06387192590740333
oscillations,0.25,28,2,-12.3,10.68,q2,"(50, 150)",-0.0010847741605732643,0.06280459393528028,-2.0931806648287266e-20,0.06387192590740333
oscillations,0.25,28,2,-12.3,10.68,q3,"(150, 50)",0.0014110722285146328,0.06329402314844784,-2.0931806648287266e-20,0.06387192590740333
oscillations,0.25,28,2,-12.3,10.68,q4,"(150, 150)",-0.00047580961309253984,0.06423285296622183,-2.0931806648287266e-20,0.06387192590740333
oscillations,0.25,29,2,-12.3,10.68,q1,"(50, 50)",0.004163631044822991,0.06594794666651965,0.0,0.06410306664252713
oscillations,0.25,29,2,-12.3,10.68,q2,"(50, 150)",-0.0013654012738083493,0.06400854091396099,0.0,0.06410306664252713
oscillations,0.25,29,2,-12.3,10.68,q3,"(150, 50)",0.0007548299045523312,0.06390857348114991,0.0,0.06410306664252713
oscillations,0.25,29,2,-12.3,10.68,q4,"(150, 150)",-0.00025917294165577273,0.06397537499061937,0.0,0.06410306664252713
oscillations,0.25,30,2,-12.3,10.68,q1,"(50, 50)",0.00037231894100256147,0.06756867139838817,7.441173087299977e-20,0.0645030564156808
oscillations,0.25,30,2,-12.3,10.68,q2,"(50, 150)",-0.00011873422058473874,0.06354180150770715,7.441173087299977e-20,0.0645030564156808
oscillations,0.25,30,2,-12.3,10.68,q3,"(150, 50)",-0.0011266692951698324,0.06393255132542544,7.441173087299977e-20,0.0645030564156808
oscillations,0.25,30,2,-12.3,10.68,q4,"(150, 150)",0.000375220813821827,0.06467169950923352,7.441173087299977e-20,0.0645030564156808
oscillations,0.25,31,2,-12.3,10.68,q1,"(50, 50)",-0.0028954261581898614,0.0631432617469061,4.417826394378398e-20,0.06372947040275237
oscillations,0.25,31,2,-12.3,10.68,q2,"(50, 150)",0.0009748954404929575,0.06494760706886529,4.417826394378398e-20,0.06372947040275237
oscillations,0.25,31,2,-12.3,10.68,q3,"(150, 50)",-0.0011079418038236445,0.06282229698727083,4.417826394378398e-20,0.06372947040275237
oscillations,0.25,31,2,-12.3,10.68,q4,"(150, 150)",0.00038102509555346434,0.06369027401426755,4.417826394378398e-20,0.06372947040275237
oscillations,0.25,32,2,-12.3,10.68,q1,"(50, 50)",0.0015283585024584835,0.06375888566676491,-9.764903466714813e-20,0.06391078533280725
oscillations,0.25,32,2,-12.3,10.68,q2,"(50, 150)",-0.0005131613170220022,0.06503676388387519,-9.764903466714813e-20,0.06391078533280725
oscillations,0.25,32,2,-12.3,10.68,q3,"(150, 50)",0.00037042414646000775,0.06237880102953847,-9.764903466714813e-20,0.06391078533280725
oscillations,0.25,32,2,-12.3,10.68,q4,"(150, 150)",-0.00012380412780010672,0.06405989871790124,-9.764903466714813e-20,0.06391078533280725
oscillations,0.25,33,2,-12.3,10.68,q1,"(50, 50)",0.0006744056320941787,0.06347054744234547,2.0456370637984458e-19,0.06400000944516997
oscillations,0.25,33,2,-12.3,10.68,q2,"(50, 150)",-0.00023004859981668504,0.06415329388262438,2.0456370637984458e-19,0.06400000944516997
oscillations,0.25,33,2,-12.3,10.68,q3,"(150, 50)",-0.0020511718994269553,0.06242649802550854,2.0456370637984458e-19,0.06400000944516997
oscillations,0.25,33,2,-12.3,10.68,q4,"(150, 150)",0.0006923049933969062,0.06451589384690494,2.0456370637984458e-19,0.06400000944516997
