dyn,pqif,seed,sim,vr,f,quadrant,shape,mean_q,std_q,mean_all,std_all
oscillations,0.5,22,2,-12.3,10.68,q2,"(100, 100)",-0.0007847861703797328,0.06381875768674498,-1.2542268479028965e-19,0.06478304982289608
oscillations,0.5,22,2,-12.3,10.68,q3,"(100, 100)",-0.0004608075583339846,0.06492961108305803,-1.2542268479028965e-19,0.06478304982289608
oscillations,0.5,22,2,-12.3,10.68,q4,"(100, 100)",0.0004611163071167878,0.06451106453593229,-1.2542268479028965e-19,0.06478304982289608
oscillations,0.5,23,2,-12.3,10.68,q1,"(100, 100)",-0.0009561658498520944,0.06449177866049613,-2.786238141103789e-20,0.06370884006763002
oscillations,0.5,23,2,-12.3,10.68,q2,"(100, 100)",0.0009571274648536218,0.06212530473976604,-2.786238141103789e-20,0.06370884006763002
oscillations,0.5,23,2,-12.3,10.68,q3,"(100, 100)",-0.0004547212148370001,0.06480407038682419,-2.786238141103789e-20,0.06370884006763002
oscillations,0.5,23,2,-12.3,10.68,q4,"(100, 100)",0.0004560908570503646,0.06335630079588413,-2.786238141103789e-20,0.06370884006763002
oscillations,0.5,24,2,-12.3,10.68,q1,"(100, 100)",0.00042596484199893426,0.06362332215861466,4.4137590952205337e-20,0.0637996905695313
oscillations,0.5,24,2,-12.3,10.68,q2,"(100, 100)",-0.00041490818387050917,0.06355200708272789,4.4137590952205337e-20,0.0637996905695313
oscillations,0.5,24,2,-12.3,10.68,q3,"(100, 100)",0.00012481949954313215,0.06488835891859247,4.4137590952205337e-20,0.0637996905695313
oscillations,0.5,24,2,-12.3,10.68,q4,"(100, 100)",-0.0001234986582781256,0.063122930247825,4.4137590952205337e-20,0.0637996905695313
oscillations,0.5,25,2,-12.3,10.68,q1,"(100, 100)",-3.885518595405291e-05,0.06374328815448958,3.5313028321550137e-19,0.06437282174089508
oscillations,0.5,25,2,-12.3,10.68,q2,"(100, 100)",3.749608007073073e-05,0.06495790256845042,3.5313028321550137e-19,0.06437282174089508
oscillations,0.5,25,2,-12.3,10.68,q3,"(100, 100)",-0.00012254623448598533,0.06417856174166693,3.5313028321550137e-19,0.06437282174089508
oscillations,0.5,25,2,-12.3,10.68,q4,"(100, 100)",0.00012580967125276876,0.06458887430399267,3.5313028321550137e-19,0.06437282174089508
oscillations,0.5,26,2,-12.3,10.68,q1,"(100, 100)",0.0004909119064167991,0.06395864612830489,0.0,0.06432399506936567
oscillations,0.5,26,2,-12.3,10.68,q2,"(100, 100)",-0.0004730459321176955,0.06446137098100192,0.0,0.06432399506936567
oscillations,0.5,26,2,-12.3,10.68,q3,"(100, 100)",0.002030654343427122,0.06481774030418581,0.0,0.06432399506936567
oscillations,0.5,26,2,-12.3,10.68,q4,"(100, 100)",-0.0020265575290153662,0.06397987398604751,0.0,0.06432399506936567
oscillations,0.5,27,2,-12.3,10.68,q1,"(100, 100)",0.00084004504984619,0.06374533321042175,2.7892714796712753e-20,0.0640645945150076
oscillations,0.5,27,2,-12.3,10.68,q2,"(100, 100)",-0.0008621666192162844,0.06377722618717359,2.7892714796712753e-20,0.0640645945150076
oscillations,0.5,27,2,-12.3,10.68,q3,"(100, 100)",0.0015462923837657745,0.06486194768230046,2.7892714796712753e-20,0.0640645945150076
oscillations,0.5,27,2,-12.3,10.68,q4,"(100, 100)",-0.0015669924156769637,0.06380215171410121,2.7892714796712753e-20,0.0640645945150076
oscillations,0.5,28,2,-12.3,10.68,q1,"(100, 100)",0.0005715882853206619,0.06270234167302727,5.1192376219302155e-20,0.0633162161476778
oscillations,0.5,28,2,-12.3,10.68,q2,"(100, 100)",-0.0005610317521800854,0.06344567901961626,5.1192376219302155e-20,0.0633162161476778
oscillations,0.5,28,2,-12.3,10.68,q3,"(100, 100)",0.00011185266172593948,0.0641085710563683,5.1192376219302155e-20,0.0633162161476778
oscillations,0.5,28,2,-12.3,10.68,q4,"(100, 100)",-0.00011019476654225439,0.0629857852309715,5.1192376219302155e-20,0.0633162161476778
oscillations,0.5,29,2,-12.3,10.68,q1,"(100, 100)",0.0009431439608049697,0.06293100669352585,-3.256604581116366e-20,0.0639109692744408
oscillations,0.5,29,2,-12.3,10.68,q2,"(100, 100)",-0.0009147264996491457,0.06324703560805904,-3.256604581116366e-20,0.0639109692744408
oscillations,0.5,29,2,-12.3,10.68,q3,"(100, 100)",-0.00026456358577042185,0.06514836507276534,-3.256604581116366e-20,0.0639109692744408
oscillations,0.5,29,2,-12.3,10.68,q4,"(100, 100)",0.00026579125902225615,0.06422843089181035,-3.256604581116366e-20,0.0639109692744408
oscillations,0.5,30,2,-12.3,10.68,q1,"(100, 100)",-0.0016215227238203236,0.0640371174905326,-1.4639997185068834e-19,0.06481587553062983
oscillations,0.5,30,2,-12.3,10.68,q2,"(100, 100)",0.0016258831210608491,0.06367765133010005,-1.4639997185068834e-19,0.06481587553062983
oscillations,0.5,30,2,-12.3,10.68,q3,"(100, 100)",0.0016456464134927062,0.06557487171416652,-1.4639997185068834e-19,0.06481587553062983
oscillations,0.5,30,2,-12.3,10.68,q4,"(100, 100)",-0.0016913588138675042,0.06585750143055856,-1.4639997185068834e-19,0.06481587553062983
oscillations,0.5,31,2,-12.3,10.68,q1,"(100, 100)",-0.0005897059208814191,0.06507466600074821,7.90425974479758e-20,0.06460397039345821
oscillations,0.5,31,2,-12.3,10.68,q2,"(100, 100)",0.0005817994647806541,0.06467478359803362,7.90425974479758e-20,0.06460397039345821
oscillations,0.5,31,2,-12.3,10.68,q3,"(100, 100)",0.0013791654069188056,0.06468804603503052,7.90425974479758e-20,0.06460397039345821
oscillations,0.5,31,2,-12.3,10.68,q4,"(100, 100)",-0.001441701682781883,0.06390241557361455,7.90425974479758e-20,0.06460397039345821
oscillations,0.5,32,2,-12.3,10.68,q1,"(100, 100)",-0.000152362342524215,0.06371572340223194,1.2081784128684944e-19,0.06383374285798732
oscillations,0.5,32,2,-12.3,10.68,q2,"(100, 100)",0.00014973714643035896,0.06369292405362617,1.2081784128684944e-19,0.06383374285798732
oscillations,0.5,32,2,-12.3,10.68,q3,"(100, 100)",0.0009911933184434901,0.06381663227694566,1.2081784128684944e-19,0.06383374285798732
oscillations,0.5,32,2,-12.3,10.68,q4,"(100, 100)",-0.0009865491730424829,0.06409371868951279,1.2081784128684944e-19,0.06383374285798732
oscillations,0.5,33,2,-12.3,10.68,q1,"(100, 100)",0.0008890032446473818,0.06425955614820639,1.3944021911895964e-19,0.06380083316716899
oscillations,0.5,33,2,-12.3,10.68,q2,"(100, 100)",-0.000904320530281509,0.06404268457795706,1.3944021911895964e-19,0.06380083316716899
oscillations,0.5,33,2,-12.3,10.68,q3,"(100, 100)",0.00022222238719791512,0.06396431215859492,1.3944021911895964e-19,0.06380083316716899
oscillations,0.5,33,2,-12.3,10.68,q4,"(100, 100)",-0.00022207359416999544,0.06291352588731154,1.3944021911895964e-19,0.06380083316716899
oscillations,0.5,34,2,-12.3,10.68,q1,"(100, 100)",0.0010565797242476957,0.06321112970965298,5.810495648892336e-20,0.06399181579523783
oscillations,0.5,34,2,-12.3,10.68,q2,"(100, 100)",-0.0010380125076080646,0.06444742938753034,5.810495648892336e-20,0.06399181579523783
oscillations,0.5,34,2,-12.3,10.68,q3,"(100, 100)",-0.00036315763873221346,0.06444693348593977,5.810495648892336e-20,0.06399181579523783
oscillations,0.5,34,2,-12.3,10.68,q4,"(100, 100)",0.00037041587067164434,0.06381790194567047,5.810495648892336e-20,0.06399181579523783
oscillations,0.5,35,2,-12.3,10.68,q1,"(100, 100)",0.00045210999263258715,0.0637507768474367,-2.0909029927233633e-20,0.06431133075792357
oscillations,0.5,35,2,-12.3,10.68,q2,"(100, 100)",-0.00044768949708762944,0.06358157250972371,-2.0909029927233633e-20,0.06431133075792357
oscillations,0.5,35,2,-12.3,10.68,q3,"(100, 100)",-0.0002390638199892847,0.06472159974655686,-2.0909029927233633e-20,0.06431133075792357
oscillations,0.5,35,2,-12.3,10.68,q4,"(100, 100)",0.00025678440513605386,0.06516054299674122,-2.0909029927233633e-20,0.06431133075792357
oscillations,0.5,36,2,-12.3,10.68,q1,"(100, 100)",0.0011790391828278755,0.06463356328827892,-9.522036651667521e-20,0.06435104295738847
oscillations,0.5,36,2,-12.3,10.68,q2,"(100, 100)",-0.001158624587372182,0.06338497718082484,-9.522036651667521e-20,0.06435104295738847
oscillations,0.5,36,2,-12.3,10.68,q3,"(100, 100)",-0.0013177933829524111,0.06461114772552332,-9.522036651667521e-20,0.06435104295738847
oscillations,0.5,36,2,-12.3,10.68,q4,"(100, 100)",0.0013458700804586132,0.06474952603428662,-9.522036651667521e-20,0.06435104295738847
oscillations,0.5,37,2,-12.3,10.68,q1,"(100, 100)",-0.00011376150546304548,0.06468581753609512,4.6472290691718567e-20,0.06399719459039746
oscillations,0.5,37,2,-12.3,10.68,q2,"(100, 100)",0.0001145666930649075,0.06397066631608923,4.6472290691718567e-20,0.06399719459039746
oscillations,0.5,37,2,-12.3,10.68,q3,"(100, 100)",0.00033146273802359496,0.0633464003446661,4.6472290691718567e-20,0.06399719459039746
oscillations,0.5,37,2,-12.3,10.68,q4,"(100, 100)",-0.00032315704462109135,0.06397048682191707,4.6472290691718567e-20,0.06399719459039746
oscillations,0.5,38,2,-12.3,10.68,q1,"(100, 100)",0.00032207963831384277,0.06327524288075737,-4.092988109217167e-19,0.06464106381808492
oscillations,0.5,38,2,-12.3,10.68,q2,"(100, 100)",-0.00033006954553316053,0.06448807789262744,-4.092988109217167e-19,0.06464106381808492
oscillations,0.5,38,2,-12.3,10.68,q3,"(100, 100)",-0.0008981662118053844,0.06604515286796131,-4.092988109217167e-19,0.06464106381808492
oscillations,0.5,38,2,-12.3,10.68,q4,"(100, 100)",0.0009076625121348404,0.06475671126170274,-4.092988109217167e-19,0.06464106381808492
oscillations,0.5,39,2,-12.3,10.68,q1,"(100, 100)",0.0013606840089362793,0.06348669841954988,-1.3708178146007917e-19,0.06418265080870644
oscillations,0.5,39,2,-12.3,10.68,q2,"(100, 100)",-0.0013508044550760159,0.06309654856238583,-1.3708178146007917e-19,0.06418265080870644
oscillations,0.5,39,2,-12.3,10.68,q3,"(100, 100)",5.5754087273123395e-05,0.06466226148775468,-1.3708178146007917e-19,0.06418265080870644
oscillations,0.5,39,2,-12.3,10.68,q4,"(100, 100)",-5.63613475837907e-05,0.06547286647313055,-1.3708178146007917e-19,0.06418265080870644
oscillations,0.5,40,2,-12.3,10.68,q1,"(100, 100)",-0.000523874571520217,0.06363644334556269,1.3489386506674016e-19,0.06383486159378735
oscillations,0.5,40,2,-12.3,10.68,q2,"(100, 100)",0.0005119879074508669,0.06328834232983924,1.3489386506674016e-19,0.06383486159378735
oscillations,0.5,40,2,-12.3,10.68,q3,"(100, 100)",-0.0004753298449358552,0.06454467999252417,1.3489386506674016e-19,0.06383486159378735
oscillations,0.5,40,2,-12.3,10.68,q4,"(100, 100)",0.0004691090852202521,0.06387561266113612,1.3489386506674016e-19,0.06383486159378735
oscillations,0.5,41,2,-12.3,10.68,q1,"(100, 100)",-0.0012949464568454045,0.06502347448925143,-1.4873623372689027e-19,0.06431134843499436
oscillations,0.5,41,2,-12.3,10.68,q2,"(100, 100)",0.001270521589856593,0.06470984995775615,-1.4873623372689027e-19,0.06431134843499436
oscillations,0.5,41,2,-12.3,10.68,q3,"(100, 100)",0.0004972646244392584,0.06370664280654854,-1.4873623372689027e-19,0.06431134843499436
oscillations,0.5,41,2,-12.3,10.68,q4,"(100, 100)",-0.000506364010992875,0.06376316637323419,-1.4873623372689027e-19,0.06431134843499436
oscillations,0.5,42,2,-12.3,10.68,q1,"(100, 100)",0.0008281543243895323,0.06328912807947233,4.417086327975118e-20,0.06327003841720263
oscillations,0.5,42,2,-12.3,10.68,q2,"(100, 100)",-0.0007954569691870979,0.06357427438661437,4.417086327975118e-20,0.06327003841720263
oscillations,0.5,42,2,-12.3,10.68,q3,"(100, 100)",0.0007096829069867502,0.06386139840105379,4.417086327975118e-20,0.06327003841720263
oscillations,0.5,42,2,-12.3,10.68,q4,"(100, 100)",-0.0007250524577396425,0.062293019677984215,4.417086327975118e-20,0.06327003841720263
oscillations,0.5,43,2,-12.3,10.68,q1,"(100, 100)",-0.0014529671047204273,0.06271729386532124,1.1147750226342464e-19,0.06379832164320474
oscillations,0.5,43,2,-12.3,10.68,q2,"(100, 100)",0.001437847272479295,0.0632932006083572,1.1147750226342464e-19,0.06379832164320474
oscillations,0.5,43,2,-12.3,10.68,q3,"(100, 100)",0.0003874188407012014,0.06455462383196608,1.1147750226342464e-19,0.06379832164320474
oscillations,0.5,43,2,-12.3,10.68,q4,"(100, 100)",-0.000381800373664005,0.06454539616794011,1.1147750226342464e-19,0.06379832164320474
oscillations,0.5,44,2,-12.3,10.68,q1,"(100, 100)",0.0011248623583334475,0.06322594878252326,1.3015510253518833e-19,0.06432614766270967
oscillations,0.5,44,2,-12.3,10.68,q2,"(100, 100)",-0.0010893009859402102,0.06438685928547253,1.3015510253518833e-19,0.06432614766270967
oscillations,0.5,44,2,-12.3,10.68,q3,"(100, 100)",-0.0002395949023100169,0.06391879766552298,1.3015510253518833e-19,0.06432614766270967
oscillations,0.5,44,2,-12.3,10.68,q4,"(100, 100)",0.00024079048565487765,0.06569525849052012,1.3015510253518833e-19,0.06432614766270967
oscillations,0.5,45,2,-12.3,10.68,q1,"(100, 100)",-0.0005775434158427487,0.0658934295543576,-5.1166638473591093e-20,0.06425530048489506
oscillations,0.5,45,2,-12.3,10.68,q2,"(100, 100)",0.0005508406159028592,0.06443705443664363,-5.1166638473591093e-20,0.06425530048489506
oscillations,0.5,45,2,-12.3,10.68,q3,"(100, 100)",0.00035293464614027546,0.06373713347814691,-5.1166638473591093e-20,0.06425530048489506
oscillations,0.5,45,2,-12.3,10.68,q4,"(100, 100)",-0.0003541095284509959,0.06297510709827754,-5.1166638473591093e-20,0.06425530048489506
oscillations,0.5,46,2,-12.3,10.68,q1,"(100, 100)",0.0001546657480192532,0.06360951325594098,-5.932169794640326e-20,0.06401360541933884
oscillations,0.5,46,2,-12.3,10.68,q2,"(100, 100)",-0.00015148205732297458,0.06451612230715043,-5.932169794640326e-20,0.06401360541933884
oscillations,0.5,46,2,-12.3,10.68,q3,"(100, 100)",0.00031751372753448584,0.06442133987707194,-5.932169794640326e-20,0.06401360541933884
oscillations,0.5,46,2,-12.3,10.68,q4,"(100, 100)",-0.00032039924441211324,0.06348522908588455,-5.932169794640326e-20,0.06401360541933884
oscillations,0.5,47,2,-12.3,10.68,q1,"(100, 100)",0.000983388084620517,0.06366701700399775,1.9185881761955471e-19,0.06317957788652126
oscillations,0.5,47,2,-12.3,10.68,q2,"(100, 100)",-0.0009764628164189638,0.06389960906214034,1.9185881761955471e-19,0.06317957788652126
oscillations,0.5,47,2,-12.3,10.68,q3,"(100, 100)",-0.0015737246983772997,0.06209566672014013,1.9185881761955471e-19,0.06317957788652126
oscillations,0.5,47,2,-12.3,10.68,q4,"(100, 100)",0.0015863820015814066,0.06299856963806603,1.9185881761955471e-19,0.06317957788652126
oscillations,0.5,48,2,-12.3,10.68,q1,"(100, 100)",0.0013624210502119257,0.06474133144903832,2.1150204161968104e-19,0.06498799292543078
oscillations,0.5,48,2,-12.3,10.68,q2,"(100, 100)",-0.001328371724392752,0.06650850577891179,2.1150204161968104e-19,0.06498799292543078
oscillations,0.5,48,2,-12.3,10.68,q3,"(100, 100)",-0.0006272791316002153,0.06318041957288337,2.1150204161968104e-19,0.06498799292543078
oscillations,0.5,48,2,-12.3,10.68,q4,"(100, 100)",0.0006247480792871009,0.0654002828408781,2.1150204161968104e-19,0.06498799292543078
oscillations,0.5,49,2,-12.3,10.68,q1,"(100, 100)",-0.00028289947590420285,0.06307026387600843,-1.209089328987772e-19,0.0641559108529781
oscillations,0.5,49,2,-12.3,10.68,q2,"(100, 100)",0.0002896650937085405,0.06485861626157524,-1.209089328987772e-19,0.0641559108529781
oscillations,0.5,49,2,-12.3,10.68,q3,"(100, 100)",-0.0011049526372252834,0.0640771106550503,-1.209089328987772e-19,0.0641559108529781
oscillations,0.5,49,2,-12.3,10.68,q4,"(100, 100)",0.0011067917727732605,0.06459843986082878,-1.209089328987772e-19,0.0641559108529781
oscillations,0.5,0,3,-17.0,8.65,q1,"(100, 100)",0.0007672807377280506,0.06329420154686638,-1.1156151645873287e-19,0.06428812616064203
oscillations,0.5,0,3,-17.0,8.65,q2,"(100, 100)",-0.000727881200175195,0.06398237439360982,-1.1156151645873287e-19,0.06428812616064203
oscillations,0.5,0,3,-17.0,8.65,q3,"(100, 100)",0.0006633922317968354,0.06509165381598225,-1.1156151645873287e-19,0.06428812616064203
oscillations,0.5,0,3,-17.0,8.65,q4,"(100, 100)",-0.0006490085631704911,0.06471877099309355,-1.1156151645873287e-19,0.06428812616064203
oscillations,0.5,1,3,-17.0,8.65,q1,"(100, 100)",0.0008193090753153673,0.06354357716280373,-1.650042592907689e-19,0.06432490157110152
oscillations,0.5,1,3,-17.0,8.65,q2,"(100, 100)",-0.000820942792314999,0.06438729571989929,-1.650042592907689e-19,0.06432490157110152
oscillations,0.5,1,3,-17.0,8.65,q3,"(100, 100)",0.0007057153538243964,0.06429641591241649,-1.650042592907689e-19,0.06432490157110152
oscillations,0.5,1,3,-17.0,8.65,q4,"(100, 100)",-0.0007088221264622956,0.06506012136647148,-1.650042592907689e-19,0.06432490157110152
oscillations,0.5,2,3,-17.0,8.65,q1,"(100, 100)",-0.00021609259876288273,0.06303363193247717,-2.324782277881641e-21,0.06424370066649467
oscillations,0.5,2,3,-17.0,8.65,q2,"(100, 100)",0.0002127366704903999,0.06466904099378029,-2.324782277881641e-21,0.06424370066649467
oscillations,0.5,2,3,-17.0,8.65,q3,"(100, 100)",-0.0006517893025650134,0.0643997042745979,-2.324782277881641e-21,0.06424370066649467
oscillations,0.5,2,3,-17.0,8.65,q4,"(100, 100)",0.000654159445483432,0.06481467822410229,-2.324782277881641e-21,0.06424370066649467
oscillations,0.5,3,3,-17.0,8.65,q1,"(100, 100)",0.0003079362359800332,0.0647090071385706,6.5061206968406e-20,0.06416128059290069
oscillations,0.5,3,3,-17.0,8.65,q2,"(100, 100)",-0.0003054461855543189,0.06309258284766626,6.5061206968406e-20,0.06416128059290069
oscillations,0.5,3,3,-17.0,8.65,q3,"(100, 100)",-0.0008400031346352091,0.06510770365915686,6.5061206968406e-20,0.06416128059290069
oscillations,0.5,3,3,-17.0,8.65,q4,"(100, 100)",0.0008985007800317605,0.06364931017804713,6.5061206968406e-20,0.06416128059290069
oscillations,0.5,4,3,-17.0,8.65,q1,"(100, 100)",-0.00025820432415877447,0.06475356947175277,-1.673562887802765e-19,0.06436772407565967
oscillations,0.5,4,3,-17.0,8.65,q2,"(100, 100)",0.00025097123885660686,0.0635291598939161,-1.673562887802765e-19,0.06436772407565967
oscillations,0.5,4,3,-17.0,8.65,q3,"(100, 100)",0.0001222564825871482,0.06467688621009007,-1.673562887802765e-19,0.06436772407565967
oscillations,0.5,4,3,-17.0,8.65,q4,"(100, 100)",-0.0001227142161843101,0.06453264797231531,-1.673562887802765e-19,0.06436772407565967
oscillations,0.5,5,3,-17.0,8.65,q1,"(100, 100)",-0.0006804397353978069,0.06247140109689883,-2.348030100660458e-19,0.06322822597626944
oscillations,0.5,5,3,-17.0,8.65,q2,"(100, 100)",0.0006931647219489388,0.06240410738387363,-2.348030100660458e-19,0.06322822597626944
oscillations,0.5,5,3,-17.0,8.65,q3,"(100, 100)",-0.00048053487033875155,0.06379147391212675,-2.348030100660458e-19,0.06322822597626944
oscillations,0.5,5,3,-17.0,8.65,q4,"(100, 100)",0.0004610812876022168,0.06418938131918321,-2.348030100660458e-19,0.06322822597626944
oscillations,0.5,6,3,-17.0,8.65,q1,"(100, 100)",0.0024813835962020237,0.0637794505405063,1.4400382327773997e-19,0.06404621857399616
oscillations,0.5,6,3,-17.0,8.65,q2,"(100, 100)",-0.0024905863000314987,0.06219916337796035,1.4400382327773997e-19,0.06404621857399616
oscillations,0.5,6,3,-17.0,8.65,q3,"(100, 100)",-0.0014577056835421555,0.06543148480911427,1.4400382327773997e-19,0.06404621857399616
oscillations,0.5,6,3,-17.0,8.65,q4,"(100, 100)",0.0015196618924652324,0.06455696948771003,1.4400382327773997e-19,0.06404621857399616
oscillations,0.5,7,3,-17.0,8.65,q1,"(100, 100)",0.00030578908235346297,0.06509333054921752,2.5105545782980926e-19,0.06437311900241952
oscillations,0.5,7,3,-17.0,8.65,q2,"(100, 100)",-0.00029781997162056244,0.06485508455256417,2.5105545782980926e-19,0.06437311900241952
oscillations,0.5,7,3,-17.0,8.65,q3,"(100, 100)",-0.0010352984376709139,0.06390832561965516,2.5105545782980926e-19,0.06437311900241952
oscillations,0.5,7,3,-17.0,8.65,q4,"(100, 100)",0.0010931678799947148,0.06362523113683935,2.5105545782980926e-19,0.06437311900241952
oscillations,0.5,8,3,-17.0,8.65,q1,"(100, 100)",-7.480673849537888e-05,0.06411190750810761,-1.2791659618397773e-20,0.06352435127319965
oscillations,0.5,8,3,-17.0,8.65,q2,"(100, 100)",7.13416431839965e-05,0.06250934509036057,-1.2791659618397773e-20,0.06352435127319965
oscillations,0.5,8,3,-17.0,8.65,q3,"(100, 100)",-0.0018828846060363201,0.0642202705525752,-1.2791659618397773e-20,0.06352435127319965
oscillations,0.5,8,3,-17.0,8.65,q4,"(100, 100)",0.0019410062136174958,0.06320212142374326,-1.2791659618397773e-20,0.06352435127319965
oscillations,0.5,9,3,-17.0,8.65,q1,"(100, 100)",-0.00019939595647873101,0.06345587083764768,-3.207930850047563e-19,0.06291457916607118
oscillations,0.5,9,3,-17.0,8.65,q2,"(100, 100)",0.00020206703426143332,0.061166482228344136,-3.207930850047563e-19,0.06291457916607118
oscillations,0.5,9,3,-17.0,8.65,q3,"(100, 100)",0.0011815642586627568,0.06386074943183641,-3.207930850047563e-19,0.06291457916607118
oscillations,0.5,9,3,-17.0,8.65,q4,"(100, 100)",-0.0012000450325146742,0.06311355647660719,-3.207930850047563e-19,0.06291457916607118
oscillations,0.5,10,3,-17.0,8.65,q1,"(100, 100)",-0.00035627889854126827,0.0635634009007609,2.7892714796712753e-20,0.06385171560412514
oscillations,0.5,10,3,-17.0,8.65,q2,"(100, 100)",0.000368383088985876,0.06481526115917442,2.7892714796712753e-20,0.06385171560412514
oscillations,0.5,10,3,-17.0,8.65,q3,"(100, 100)",0.00015431992257715718,0.06324916739560736,2.7892714796712753e-20,0.06385171560412514
oscillations,0.5,10,3,-17.0,8.65,q4,"(100, 100)",-0.0001543199225771577,0.06379644544579488,2.7892714796712753e-20,0.06385171560412514
oscillations,0.5,11,3,-17.0,8.65,q1,"(100, 100)",-0.000776097120877218,0.06317076550640177,3.022976566715616e-20,0.06384929846522755
oscillations,0.5,11,3,-17.0,8.65,q2,"(100, 100)",0.0008024233461444233,0.06470043308608164,3.022976566715616e-20,0.06384929846522755
oscillations,0.5,11,3,-17.0,8.65,q3,"(100, 100)",-0.0003408030272594372,0.0648738479634319,3.022976566715616e-20,0.06384929846522755
oscillations,0.5,11,3,-17.0,8.65,q4,"(100, 100)",0.0003394288215043591,0.06264011993938189,3.022976566715616e-20,0.06384929846522755
oscillations,0.5,12,3,-17.0,8.65,q1,"(100, 100)",-0.00016858991396252225,0.06328767345544127,-1.7450483453534818e-19,0.06412455966076204
oscillations,0.5,12,3,-17.0,8.65,q2,"(100, 100)",0.0001689293567423124,0.06463437864718385,-1.7450483453534818e-19,0.06412455966076204
oscillations,0.5,12,3,-17.0,8.65,q3,"(100, 100)",0.0009792627179546379,0.0629941069797327,-1.7450483453534818e-19,0.06412455966076204
oscillations,0.5,12,3,-17.0,8.65,q4,"(100, 100)",-0.0009723895504823636,0.06552658140232119,-1.7450483453534818e-19,0.06412455966076204
oscillations,0.5,13,3,-17.0,8.65,q1,"(100, 100)",-0.0014546747595646774,0.06310033208377201,-8.83121387753411e-20,0.06406424677232765
oscillations,0.5,13,3,-17.0,8.65,q2,"(100, 100)",0.0014197625653351253,0.06406333432577246,-8.83121387753411e-20,0.06406424677232765
oscillations,0.5,13,3,-17.0,8.65,q3,"(100, 100)",0.0005322919688892156,0.06382846468955805,-8.83121387753411e-20,0.06406424677232765
oscillations,0.5,13,3,-17.0,8.65,q4,"(100, 100)",-0.0005413955538702186,0.0651972779073313,-8.83121387753411e-20,0.06406424677232765
oscillations,0.5,14,3,-17.0,8.65,q1,"(100, 100)",-0.000799995082731712,0.0640203271506194,-4.0676875745206094e-19,0.06402641852818966
oscillations,0.5,14,3,-17.0,8.65,q2,"(100, 100)",0.0007919683762160086,0.06401682409332946,-4.0676875745206094e-19,0.06402641852818966
oscillations,0.5,14,3,-17.0,8.65,q3,"(100, 100)",-0.0004141861696239714,0.0637855417903223,-4.0676875745206094e-19,0.06402641852818966
oscillations,0.5,14,3,-17.0,8.65,q4,"(100, 100)",0.0004289634539632565,0.06427797148641021,-4.0676875745206094e-19,0.06402641852818966
oscillations,0.5,15,3,-17.0,8.65,q1,"(100, 100)",0.00023943326403639336,0.06363654945041626,1.0223048108887261e-19,0.06471765191023494
oscillations,0.5,15,3,-17.0,8.65,q2,"(100, 100)",-0.00024232671737822303,0.06393192711578992,1.0223048108887261e-19,0.06471765191023494
oscillations,0.5,15,3,-17.0,8.65,q3,"(100, 100)",0.0010213712683916588,0.06617600586480554,1.0223048108887261e-19,0.06471765191023494
oscillations,0.5,15,3,-17.0,8.65,q4,"(100, 100)",-0.0010050293280973914,0.06510161549949411,1.0223048108887261e-19,0.06471765191023494
oscillations,0.5,16,3,-17.0,8.65,q1,"(100, 100)",0.0003185077991220419,0.06247315576074133,9.301466359124971e-21,0.06384980009662117
oscillations,0.5,16,3,-17.0,8.65,q2,"(100, 100)",-0.0003193715490857626,0.06511559011328964,9.301466359124971e-21,0.06384980009662117
oscillations,0.5,16,3,-17.0,8.65,q3,"(100, 100)",-0.00016180389030780187,0.06460446452125702,9.301466359124971e-21,0.06384980009662117
oscillations,0.5,16,3,-17.0,8.65,q4,"(100, 100)",0.0001598827359373926,0.06317901333695317,9.301466359124971e-21,0.06384980009662117
oscillations,0.5,17,3,-17.0,8.65,q1,"(100, 100)",-6.616689824602742e-05,0.06364518045532862,1.2318250775651753e-19,0.0638131038221458
oscillations,0.5,17,3,-17.0,8.65,q2,"(100, 100)",6.610024253926551e-05,0.06367768768273149,1.2318250775651753e-19,0.0638131038221458
oscillations,0.5,17,3,-17.0,8.65,q3,"(100, 100)",-0.0010093031848478942,0.06404578211324381,1.2318250775651753e-19,0.0638131038221458
oscillations,0.5,17,3,-17.0,8.65,q4,"(100, 100)",0.0010082925341287539,0.06386519234478343,1.2318250775651753e-19,0.0638131038221458
oscillations,0.5,18,3,-17.0,8.65,q1,"(100, 100)",0.0003069174824183285,0.06305294436842145,6.276386445745231e-20,0.06354092540910268
oscillations,0.5,18,3,-17.0,8.65,q2,"(100, 100)",-0.000306604514217358,0.06256347613720369,6.276386445745231e-20,0.06354092540910268
oscillations,0.5,18,3,-17.0,8.65,q3,"(100, 100)",0.00020345012380071882,0.06382415597089829,6.276386445745231e-20,0.06354092540910268
oscillations,0.5,18,3,-17.0,8.65,q4,"(100, 100)",-0.0002012459694719523,0.06465416240396021,6.276386445745231e-20,0.06354092540910268
oscillations,0.5,19,3,-17.0,8.65,q1,"(100, 100)",-0.0011452265147459527,0.06569555701086942,-9.639772265868272e-20,0.06475112117538782
oscillations,0.5,19,3,-17.0,8.65,q2,"(100, 100)",0.001129601128022296,0.06479671717202362,-9.639772265868272e-20,0.06475112117538782
oscillations,0.5,19,3,-17.0,8.65,q3,"(100, 100)",-0.002078605778832556,0.06383192858351965,-9.639772265868272e-20,0.06475112117538782
