dyn,pqif,cut,seed,sim,vr,f,quadrant,shape,num_weights,mean_q,std_q,mean_all,std_all,num_zero_weights,num_non_zero_weights,frac_zero_weights
oscillations,0,0.25,30,1,-8.5,14.44,q3,"(150, 50)",2257,0.004338255553073009,0.38354508552729794,-0.00018002133660099509,0.43289800679737694,28056,11944,0.70
oscillations,0,0.25,30,1,-8.5,14.44,q4,"(150, 150)",6743,-0.001705623584034388,0.4298874783133248,-0.00018002133660099509,0.43289800679737694,28056,11944,0.70
oscillations,0,0.25,31,1,-8.5,14.44,q1,"(50, 50)",763,0.0005743381007065518,0.48789507052764014,-0.000577803095338897,0.4618101057922405,28054,11946,0.70
oscillations,0,0.25,31,1,-8.5,14.44,q2,"(50, 150)",2228,-0.002061977337009457,0.5109188452193233,-0.000577803095338897,0.4618101057922405,28054,11946,0.70
oscillations,0,0.25,31,1,-8.5,14.44,q3,"(150, 50)",2249,0.0015682361992517835,0.45436290089504583,-0.000577803095338897,0.4618101057922405,28054,11946,0.70
oscillations,0,0.25,31,1,-8.5,14.44,q4,"(150, 150)",6706,-0.0009355105059674562,0.4436943361840179,-0.000577803095338897,0.4618101057922405,28054,11946,0.70
oscillations,0,0.25,32,1,-8.5,14.44,q1,"(50, 50)",757,0.008430145385976813,0.38985763619874053,-0.00026719944833896966,0.420790175464782,28050,11950,0.70
oscillations,0,0.25,32,1,-8.5,14.44,q2,"(50, 150)",2232,-0.005052476144930678,0.47056736361307583,-0.00026719944833896966,0.420790175464782,28050,11950,0.70
oscillations,0,0.25,32,1,-8.5,14.44,q3,"(150, 50)",2189,-0.0028550063381344993,0.38757267283542873,-0.00026719944833896966,0.420790175464782,28050,11950,0.70
oscillations,0,0.25,32,1,-8.5,14.44,q4,"(150, 150)",6772,0.0011742590320180987,0.4170168119973035,-0.00026719944833896966,0.420790175464782,28050,11950,0.70
oscillations,0,0.25,33,1,-8.5,14.44,q1,"(50, 50)",724,0.0028592156085957988,0.47570588833249,0.0003877594658601798,0.4203021032231695,28063,11937,0.70
oscillations,0,0.25,33,1,-8.5,14.44,q2,"(50, 150)",2271,-0.0002463659022115643,0.43866896777850256,0.0003877594658601798,0.4203021032231695,28063,11937,0.70
oscillations,0,0.25,33,1,-8.5,14.44,q3,"(150, 50)",2268,0.0033425072957482525,0.4395850236413853,0.0003877594658601798,0.4203021032231695,28063,11937,0.70
oscillations,0,0.25,33,1,-8.5,14.44,q4,"(150, 150)",6674,-0.0006686690050172262,0.40032568416898884,0.0003877594658601798,0.4203021032231695,28063,11937,0.70
oscillations,0,0.25,34,1,-8.5,14.44,q1,"(50, 50)",745,0.029029177518286226,0.4891469385060508,0.0004886314312183383,0.4454435316818432,28055,11945,0.70
oscillations,0,0.25,34,1,-8.5,14.44,q2,"(50, 150)",2278,-0.007942256315618507,0.458450062464239,0.0004886314312183383,0.4454435316818432,28055,11945,0.70
oscillations,0,0.25,34,1,-8.5,14.44,q3,"(150, 50)",2262,0.007151630101712183,0.4362635675895203,0.0004886314312183383,0.4454435316818432,28055,11945,0.70
