dyn,pqif,seed,sim,vr,f,quadrant,shape,num_weights,mean_q,std_q,mean_all,std_all,num_zero_weights,num_non_zero_weights,frac_zero_weights,mean_in_deg,mean_out_deg,tau_rec,tau_div,tau_con,tau_chn
oscillations,0.25,5,1,-8.5,14.44,q1,"(50, 50)",732,0.003801859409571071,0.519909277603871,-0.0005106910650831036,0.43910223680967964,28062,11938,0.70,-0.0022645121500162097,0.13310849603404726,-0.11857913958507708,0.012119560638060039,-0.004811163506137931,0.00010651469128936709
oscillations,0.25,5,1,-8.5,14.44,q2,"(50, 150)",2270,-0.0012758531697386918,0.45646323663872007,-0.0005106910650831036,0.43910223680967964,28062,11938,0.70,-0.0022645121500162097,-0.08501369824442966,-0.0013583813326049515,0.002207021251343254,-0.002614530745681438,0.0027310994501739644
oscillations,0.25,5,1,-8.5,14.44,q3,"(150, 50)",2252,0.0017195664804157804,0.4454388387074951,-0.0005106910650831036,0.43910223680967964,28062,11938,0.70,-0.039889362183075205,0.13310849603404726,0.04438185677954032,0.005609640061894958,0.0017879128989111964,0.0019924723926722943
oscillations,0.25,5,1,-8.5,14.44,q4,"(150, 150)",6684,-0.0014745463856010808,0.4208922339692355,-0.0005106910650831036,0.43910223680967964,28062,11938,0.70,-0.039889362183075205,-0.08501369824442966,0.016820471121567395,-0.001552605326079134,-0.005499107733083709,0.00017291528937725387
oscillations,0.25,6,1,-8.5,14.44,q1,"(50, 50)",719,0.004074395269309607,0.5051443003435763,0.0008248515862571456,0.4422289916455767,28064,11936,0.70,-0.0036729838490513187,0.055621456961354634,-0.14657831740872077,-0.0015632939848854817,-0.0027883356596421047,0.0012546248158662025
oscillations,0.25,6,1,-8.5,14.44,q2,"(50, 150)",2314,-0.0013453497800718119,0.46867889815878006,0.0008248515862571456,0.4422289916455767,28064,11936,0.70,-0.0036729838490513187,0.04709570456998366,0.013200938738207477,3.890878936374317e-05,-0.004128177237038028,0.004343684110961893
oscillations,0.25,6,1,-8.5,14.44,q3,"(150, 50)",2243,-6.616912642259025e-05,0.4427144513297805,0.0008248515862571456,0.4422289916455767,28064,11936,0.70,0.06686051817345233,0.055621456961354634,0.001844751484355439,-0.003176240529196822,0.0005954789067530864,-0.005079642038550862
oscillations,0.25,6,1,-8.5,14.44,q4,"(150, 150)",6660,0.0015281524139014618,0.4249850593227151,0.0008248515862571456,0.4422289916455767,28064,11936,0.70,0.06686051817345233,0.04709570456998366,0.020296610661277702,-0.0015298979451278027,-0.005424245551330015,-0.00035746860173579715
oscillations,0.25,7,1,-8.5,14.44,q1,"(50, 50)",735,0.009277963998971255,0.5134606047187328,0.0011006498793428858,0.4383694137146879,28076,11924,0.70,0.005890524226214278,0.34293210751550396,-0.1090800035897578,0.00023513332669265898,0.0020741620341291865,-9.315564063224358e-05
oscillations,0.25,7,1,-8.5,14.44,q2,"(50, 150)",2201,-0.002964460394335826,0.46039698944448465,0.0011006498793428858,0.4383694137146879,28076,11924,0.70,0.005890524226214278,-0.02681637476327096,0.1429660488067884,0.0012740353326369679,0.002166308460750602,0.014482144190238617
oscillations,0.25,7,1,-8.5,14.44,q3,"(150, 50)",2258,0.004573650060465607,0.42578185063610674,0.0011006498793428858,0.4383694137146879,28076,11924,0.70,0.08553081966649231,0.34293210751550396,0.033496710422674165,0.0056775588843119215,0.010328575801813384,-0.007040613066435543
oscillations,0.25,7,1,-8.5,14.44,q4,"(150, 150)",6730,0.00037181591581612335,0.4260510233053427,0.0011006498793428858,0.4383694137146879,28076,11924,0.70,0.08553081966649231,-0.02681637476327096,0.02514058156074797,-0.0013169196649387436,-0.00546291085898174,-0.00026169651981471797
oscillations,0.25,8,1,-8.5,14.44,q1,"(50, 50)",731,-0.014948055134142196,0.49213905519000306,-0.0009025901177700162,0.4329131477779414,28058,11942,0.70,-0.11102512765700723,-0.0811110111117939,-0.1529972859822024,-0.0015927020316656333,-0.0008585843416360568,-0.009026075412892022
oscillations,0.25,8,1,-8.5,14.44,q2,"(50, 150)",2238,0.002402042859788907,0.4641643643345234,-0.0009025901177700162,0.4329131477779414,28058,11942,0.70,-0.11102512765700723,-0.04482120420546555,-0.011992154144989414,0.030327128361918202,-0.008269354605558676,0.002841820767725766
oscillations,0.25,8,1,-8.5,14.44,q3,"(150, 50)",2232,0.0030786190624857717,0.40561487813598474,-0.0009025901177700162,0.4329131477779414,28058,11942,0.70,-0.03484983202372782,-0.0811110111117939,-0.015372372940119214,0.0007579233603097261,-0.0011753089186818365,-0.011874874260661684
